Date ,Close 
27-Oct-14,13.515
28-Oct-14,13.3225
29-Oct-14,13.005
30-Oct-14,13.265
31-Oct-14,13.295
03-Nov-14,13.7375
05-Nov-14,13.755
07-Nov-14,14.11
10-Nov-14,13.93
11-Nov-14,14.8
12-Nov-14,14.435
13-Nov-14,13.8
14-Nov-14,13.9725
17-Nov-14,14.41
18-Nov-14,14.065
19-Nov-14,14.345
20-Nov-14,14.165
21-Nov-14,13.8525
24-Nov-14,13.0175
25-Nov-14,13.525
26-Nov-14,12.985
27-Nov-14,12.7425
28-Nov-14,12.8975
01-Dec-14,13.2025
02-Dec-14,12.395
03-Dec-14,12.3675
04-Dec-14,12.445
05-Dec-14,11.95
08-Dec-14,12.2075
09-Dec-14,12.495
10-Dec-14,12.2425
11-Dec-14,12.7725
12-Dec-14,13.7525
15-Dec-14,14.02
16-Dec-14,16.3075
17-Dec-14,16.925
18-Dec-14,14.5975
19-Dec-14,14.51
22-Dec-14,14.21
23-Dec-14,15.2975
24-Dec-14,15.07
26-Dec-14,14.645
29-Dec-14,14.5825
30-Dec-14,14.8625
31-Dec-14,15.12
07-Jan-15,18.14
08-Jan-15,16.4725
09-Jan-15,15.955
12-Jan-15,16.11
13-Jan-15,16.4825
14-Jan-15,17.2475
15-Jan-15,16.16
16-Jan-15,17.275
19-Jan-15,17.65
20-Jan-15,17.2725
21-Jan-15,17.7125
22-Jan-15,18.565
23-Jan-15,17.885
27-Jan-15,18.085
28-Jan-15,19.77
29-Jan-15,19.4325
30-Jan-15,20.1725
02-Feb-15,20.405
03-Feb-15,19.8075
04-Feb-15,20.05
05-Feb-15,20.615
06-Feb-15,20.685
09-Feb-15,22.015
10-Feb-15,21.1925
11-Feb-15,20.5025
12-Feb-15,20.1575
13-Feb-15,20.1025
16-Feb-15,20.825
18-Feb-15,20.9125
19-Feb-15,20.3975
20-Feb-15,21.2675
23-Feb-15,21.6325
24-Feb-15,21.55
25-Feb-15,20.775
26-Feb-15,20.58
27-Feb-15,19.57
28-Feb-15,16.97
02-Mar-15,15.8475
03-Mar-15,15.4925
04-Mar-15,15.1975
05-Mar-15,14.4375
09-Mar-15,15.8125
10-Mar-15,15.5325
11-Mar-15,15.13
12-Mar-15,14.75
13-Mar-15,14.965
16-Mar-15,15.1775
17-Mar-15,15.1275
18-Mar-15,15.5125
19-Mar-15,15.1975
20-Mar-15,14.26
23-Mar-15,14.27
24-Mar-15,13.6725
25-Mar-15,13.1425
26-Mar-15,15.1625
27-Mar-15,14.5
30-Mar-15,14.2625
31-Mar-15,14.4925
01-Apr-15,13.665
06-Apr-15,14.5725
07-Apr-15,14.25
08-Apr-15,14.3475
09-Apr-15,14.4175
10-Apr-15,14.255
13-Apr-15,14.4875
15-Apr-15,14.62
16-Apr-15,14.95
17-Apr-15,15.04
20-Apr-15,16.2975
21-Apr-15,17.03
22-Apr-15,17.21
23-Apr-15,18.5
24-Apr-15,19.105
27-Apr-15,18.735
28-Apr-15,17.41
29-Apr-15,17.235
30-Apr-15,17.225
04-May-15,17.3075
05-May-15,17.365
06-May-15,19.67
07-May-15,19.65
08-May-15,19.11
11-May-15,18.625
12-May-15,20.545
13-May-15,20.685
14-May-15,20.7
15-May-15,19.815
18-May-15,17.9025
19-May-15,18.27
20-May-15,17.7175
21-May-15,17.4125
22-May-15,16.9475
25-May-15,16.9325
26-May-15,17.0675
27-May-15,17.2825
28-May-15,17.1325
29-May-15,16.6575
01-Jun-15,16.9125
02-Jun-15,16.82
03-Jun-15,17.505
04-Jun-15,18.1225
05-Jun-15,18.0875
08-Jun-15,18.885
09-Jun-15,18.01
10-Jun-15,17.0775
11-Jun-15,17.805
12-Jun-15,17.4775
15-Jun-15,17.525
16-Jun-15,17.1675
17-Jun-15,16.7275
18-Jun-15,16.015
19-Jun-15,15.085
22-Jun-15,15.4875
23-Jun-15,15.0425
24-Jun-15,15.915
25-Jun-15,15.93
26-Jun-15,15.76
29-Jun-15,17.2975
30-Jun-15,16.9275
01-Jul-15,15.845
02-Jul-15,15.5575
03-Jul-15,16.305
06-Jul-15,16.0175
07-Jul-15,16.3075
08-Jul-15,17.79
09-Jul-15,17.4375
10-Jul-15,17.07
13-Jul-15,16.2725
14-Jul-15,16.01
15-Jul-15,15.5675
16-Jul-15,14.7825
17-Jul-15,14.8025
20-Jul-15,14.96
21-Jul-15,15.0975
22-Jul-15,15.13
23-Jul-15,15.52
24-Jul-15,15.4575
27-Jul-15,16.37
28-Jul-15,15.915
29-Jul-15,15.8775
30-Jul-15,15.325
31-Jul-15,14.57
03-Aug-15,15.39
04-Aug-15,14.83
05-Aug-15,14.665
06-Aug-15,14.73
07-Aug-15,14.91
10-Aug-15,15.465
11-Aug-15,15.8925
12-Aug-15,17.445
13-Aug-15,17.0175
14-Aug-15,16.02
17-Aug-15,16.4625
18-Aug-15,16.36
19-Aug-15,16.68
20-Aug-15,16.975
21-Aug-15,17.115
24-Aug-15,28.13
25-Aug-15,26.8475
26-Aug-15,25.515
27-Aug-15,22.0425
28-Aug-15,23.33
31-Aug-15,24.595
01-Sep-15,28.7175
02-Sep-15,26.65
03-Sep-15,24.115
04-Sep-15,26.4225
07-Sep-15,26.35
08-Sep-15,24.5675
09-Sep-15,24.3
10-Sep-15,24.745
11-Sep-15,24.975
14-Sep-15,24.32
15-Sep-15,23.7425
16-Sep-15,21.9975
18-Sep-15,18.2925
21-Sep-15,18.1775
22-Sep-15,20.345
23-Sep-15,20.6875
24-Sep-15,20.8825
28-Sep-15,21.6675
29-Sep-15,21.57
30-Sep-15,19.625
01-Oct-15,19.235
05-Oct-15,19.1275
06-Oct-15,19.305
07-Oct-15,19.3375
08-Oct-15,19.5625
09-Oct-15,18.925
12-Oct-15,19.1225
13-Oct-15,18.015
14-Oct-15,17.72
15-Oct-15,17.17
16-Oct-15,16.275
19-Oct-15,16.8775
20-Oct-15,16.995
21-Oct-15,16.6225
23-Oct-15,16.1925
26-Oct-15,17.23
27-Oct-15,16.535
28-Oct-15,17.04
29-Oct-15,17.5825
30-Oct-15,17.88
02-Nov-15,19.4775
03-Nov-15,19.555
04-Nov-15,19.355
05-Nov-15,19.2925
06-Nov-15,19.4725
09-Nov-15,17.04
10-Nov-15,16.825
11-Nov-15,16.905
13-Nov-15,17.6525
16-Nov-15,17.8775
17-Nov-15,16.9725
18-Nov-15,17.415
19-Nov-15,15.84
20-Nov-15,15.8975
23-Nov-15,17.075
24-Nov-15,16.245
26-Nov-15,16.6875
27-Nov-15,16.73
30-Nov-15,16.43
01-Dec-15,15.635
02-Dec-15,15.4875
03-Dec-15,16.055
04-Dec-15,16.085
07-Dec-15,15.865
08-Dec-15,15.9725
09-Dec-15,16.725
10-Dec-15,16.2925
11-Dec-15,17.1825
14-Dec-15,17.7975
15-Dec-15,17.3425
16-Dec-15,16.7275
17-Dec-15,14.215
18-Dec-15,14.4925
21-Dec-15,14.225
22-Dec-15,14.4825
23-Dec-15,13.6525
24-Dec-15,13.745
28-Dec-15,14.4025
29-Dec-15,14.235
30-Dec-15,14.35
31-Dec-15,13.87
06-Jan-16,16.5525
07-Jan-16,18.96
08-Jan-16,17.7975
11-Jan-16,18.69
12-Jan-16,18.7125
13-Jan-16,18.3525
14-Jan-16,18.605
15-Jan-16,19.415
18-Jan-16,20.225
19-Jan-16,18.43
20-Jan-16,20.965
21-Jan-16,20.8125
22-Jan-16,18.82
25-Jan-16,18.265
27-Jan-16,19.0575
28-Jan-16,17.9
29-Jan-16,17.24
01-Feb-16,17.89
02-Feb-16,18.035
03-Feb-16,18.5875
04-Feb-16,18.2075
05-Feb-16,18.115
08-Feb-16,20.2575
09-Feb-16,21.7275
10-Feb-16,22.465
11-Feb-16,25.965
12-Feb-16,24.6725
15-Feb-16,22.375
16-Feb-16,23.04
17-Feb-16,21.8325
18-Feb-16,21.485
19-Feb-16,20.915
22-Feb-16,21.02
23-Feb-16,23.8375
24-Feb-16,22.955
25-Feb-16,22.745
26-Feb-16,21.865
29-Feb-16,20.1575
01-Mar-16,18.6725
02-Mar-16,18.99
03-Mar-16,18.04
04-Mar-16,17.8825
08-Mar-16,18.465
09-Mar-16,17.505
10-Mar-16,17.895
11-Mar-16,17.0975
14-Mar-16,17.1025
15-Mar-16,17.5975
16-Mar-16,17.115
17-Mar-16,16.84
18-Mar-16,16.3825
21-Mar-16,16.3325
22-Mar-16,16.43
23-Mar-16,16.345
28-Mar-16,17.485
29-Mar-16,17.6375
30-Mar-16,16.8075
31-Mar-16,16.5825
01-Apr-16,17.2775
04-Apr-16,17.45
05-Apr-16,17.83
06-Apr-16,17.345
07-Apr-16,16.935
08-Apr-16,16.4325
11-Apr-16,16.0125
12-Apr-16,16.025
13-Apr-16,16.035
18-Apr-16,16.9475
20-Apr-16,17.075
21-Apr-16,16.5125
22-Apr-16,16.38
25-Apr-16,16.5725
26-Apr-16,16.58
27-Apr-16,16.3525
28-Apr-16,16.5975
29-Apr-16,16.5375
02-May-16,17.0925
03-May-16,17.4625
04-May-16,17.445
05-May-16,17.17
06-May-16,16.9475
09-May-16,16.6125
10-May-16,16.415
11-May-16,16.9625
12-May-16,16.3275
13-May-16,16.9975
16-May-16,17.0325
17-May-16,16.3725
18-May-16,16.455
19-May-16,17.0625
20-May-16,16.425
23-May-16,16.16
24-May-16,16.22
25-May-16,15.52
26-May-16,15.325
27-May-16,15.26
30-May-16,15.975
31-May-16,16.045
01-Jun-16,15.835
02-Jun-16,15.0875
03-Jun-16,14.995
06-Jun-16,15.355
07-Jun-16,14.87
08-Jun-16,15.1425
09-Jun-16,15.6725
10-Jun-16,15.97
13-Jun-16,16.5825
14-Jun-16,17.19
15-Jun-16,17.055
16-Jun-16,17.6975
17-Jun-16,17.35
20-Jun-16,17.5175
21-Jun-16,17.26
22-Jun-16,18.185
23-Jun-16,18.02
24-Jun-16,18.6275
27-Jun-16,18.53
28-Jun-16,17.725
29-Jun-16,16.155
30-Jun-16,16.29
01-Jul-16,15.7375
04-Jul-16,15.5775
05-Jul-16,15.3625
07-Jul-16,15.3075
08-Jul-16,15.0825
11-Jul-16,14.8475
12-Jul-16,14.7825
13-Jul-16,15.325
14-Jul-16,15.61
15-Jul-16,15.6375
18-Jul-16,15.9875
19-Jul-16,15.795
20-Jul-16,15.99
21-Jul-16,15.7125
22-Jul-16,15.4975
25-Jul-16,15.7175
26-Jul-16,15.62
27-Jul-16,15.4275
28-Jul-16,15.1475
29-Jul-16,14.9175
01-Aug-16,15.18
02-Aug-16,15.6925
03-Aug-16,16.2375
04-Aug-16,15.14
05-Aug-16,14.3525
08-Aug-16,14.5875
09-Aug-16,14.5375
10-Aug-16,14.9225
11-Aug-16,14.2125
12-Aug-16,13.77
16-Aug-16,14.1825
17-Aug-16,14.78
18-Aug-16,14.55
19-Aug-16,14.5375
22-Aug-16,14.235
23-Aug-16,13.8975
24-Aug-16,13.4875
25-Aug-16,13.285
26-Aug-16,13.57
29-Aug-16,13.165
30-Aug-16,13.02
31-Aug-16,13.2425
01-Sep-16,13.34
02-Sep-16,12.94
06-Sep-16,12.75
07-Sep-16,13.145
08-Sep-16,13.115
09-Sep-16,13.23
12-Sep-16,15.24
14-Sep-16,14.7625
15-Sep-16,14.6775
16-Sep-16,14.58
19-Sep-16,14.94
20-Sep-16,14.78
21-Sep-16,14.805
22-Sep-16,13.34
23-Sep-16,13.2475
26-Sep-16,14.565
27-Sep-16,14.25
28-Sep-16,13.8475
29-Sep-16,18.45
30-Sep-16,17.18
03-Oct-16,15.62
04-Oct-16,14.9925
05-Oct-16,14.925
06-Oct-16,14.835
07-Oct-16,14.485
10-Oct-16,14.285
13-Oct-16,15.425
14-Oct-16,14.8875
17-Oct-16,15.655
18-Oct-16,14.5375
19-Oct-16,14.6125
20-Oct-16,14.165
21-Oct-16,13.83
24-Oct-16,14.3325
25-Oct-16,14.4825
26-Oct-16,14.4525
27-Oct-16,14.085
28-Oct-16,14.6525
30-Oct-16,15.49
01-Nov-16,15.735
02-Nov-16,16.7975
03-Nov-16,16.465
04-Nov-16,16.8475
07-Nov-16,16.5075
08-Nov-16,16.77
09-Nov-16,16.62
10-Nov-16,15.4575
11-Nov-16,17.365
15-Nov-16,20.145
16-Nov-16,19.5025
17-Nov-16,18.71
18-Nov-16,17.805
21-Nov-16,19.0975
22-Nov-16,18.465
23-Nov-16,18.04
24-Nov-16,17.16
25-Nov-16,17.6125
28-Nov-16,18.055
29-Nov-16,17.7075
30-Nov-16,16.85
01-Dec-16,16.6875
02-Dec-16,17.9325
05-Dec-16,17.2875
06-Dec-16,17.105
07-Dec-16,16.845
08-Dec-16,15.525
09-Dec-16,15.0675
12-Dec-16,16.1925
13-Dec-16,15.9225
14-Dec-16,16.5925
15-Dec-16,15.655
16-Dec-16,15.2525
19-Dec-16,14.8375
20-Dec-16,14.5375
21-Dec-16,14.705
22-Dec-16,15.5525
23-Dec-16,15.1275
26-Dec-16,16.6025
27-Dec-16,15.0825
28-Dec-16,15.5425
29-Dec-16,15.2825
30-Dec-16,15.465
,
,
,
,
,
