Date ,Close 
22-Feb-11,26.85
23-Feb-11,26.55
24-Feb-11,28.2
25-Feb-11,27.27
28-Feb-11,24.4
01-Mar-11,22.22
03-Mar-11,22.96
04-Mar-11,22.91
07-Mar-11,25.22
08-Mar-11,23.67
09-Mar-11,23.28
10-Mar-11,23.53
